No.,1文字目,2文字目,出現数
13516,（,6,6
13517,（,7,4
13518,（,8,4
13519,（,9,2
13520,（,0,0
13521,（,＝,1
13522,（,＜,0
13523,（,＞,1
13524,（,＋,0
13525,（,?,0
13526,（,＊,2
13527,（,×,0
13528,（,／,0
13529,（,÷,0
13530,（,＃,0
13531,（,＄,0
13532,（,￥,0
13533,（,％,0
13534,（,＆,0
13535,）,あ,14
13536,）,い,11
13537,）,う,3
13538,）,え,2
13539,）,お,11
13540,）,か,6
13541,）,き,7
13542,）,く,2
13543,）,け,1
13544,）,こ,14
13545,）,さ,13
13546,）,し,6
13547,）,す,2
13548,）,せ,1
13549,）,そ,6
13550,）,た,10
13551,）,ち,9
13552,）,つ,4
13553,）,て,2
13554,）,と,39
13555,）,な,22
13556,）,に,29
13557,）,ぬ,1
13558,）,ね,1
13559,）,の,43
13560,）,は,33
13561,）,ひ,3
13562,）,ふ,3
13563,）,へ,3
13564,）,ほ,6
13565,）,ま,14
13566,）,み,2
13567,）,む,2
13568,）,め,1
13569,）,も,9
13570,）,や,10
13571,）,ゆ,0
13572,）,よ,2
13573,）,ら,1
13574,）,り,3
13575,）,る,0
13576,）,れ,2
13577,）,ろ,0
13578,）,わ,7
13579,）,ゐ,0
13580,）,ゑ,0
13581,）,を,37
13582,）,ん,0
13583,）,ヴ,0
13584,）,が,27
13585,）,ぎ,0
13586,）,ぐ,0
13587,）,げ,0
13588,）,ご,2
13589,）,ざ,0
13590,）,じ,8
13591,）,ず,0
13592,）,ぜ,1
13593,）,ぞ,0
13594,）,だ,9
13595,）,ぢ,0
13596,）,づ,0
13597,）,で,31
13598,）,ど,2
13599,）,ば,1
13600,）,び,1
13601,）,ぶ,0
13602,）,べ,1
13603,）,ぼ,1
13604,）,ぱ,0
13605,）,ぴ,0
13606,）,ぷ,0
13607,）,ぺ,0
13608,）,ぽ,0
13609,）,ぁ,0
13610,）,ぃ,0
13611,）,ぅ,0
13612,）,ぇ,0
13613,）,ぉ,0
13614,）,っ,1
13615,）,ゃ,0
13616,）,ゅ,0
13617,）,ょ,0
13618,）,ゎ,0
13619,）,ヵ,0
13620,）,ヶ,0
13621,）,ー,0
13622,）,～,0
13623,）,…,0
13624,）,・,12
13625,）,、,25
13626,）,。,41
13627,）,，,0
13628,）,．,0
13629,）,；,0
13630,）,：,0
13631,）,！,0
13632,）,？,0
13633,）,「,7
13634,）,」,13
13635,）,（,3
13636,）,）,0
13637,）,［,0
13638,）,］,0
13639,）,｛,0
13640,）,｝,0
13641,）,‘,0
13642,）,’,0
13643,）,“,1
13644,）,”,0
13645,）,1,1
13646,）,2,4
13647,）,3,0
13648,）,4,1
13649,）,5,2
13650,）,6,0
13651,）,7,0
13652,）,8,1
13653,）,9,0
13654,）,0,0
13655,）,＝,4
13656,）,＜,0
13657,）,＞,1
13658,）,＋,0
13659,）,?,1
13660,）,＊,0
13661,）,×,0
13662,）,／,1
13663,）,÷,0
13664,）,＃,0
13665,）,＄,0
13666,）,￥,0
13667,）,％,0
13668,）,＆,0
13669,［,あ,0
13670,［,い,0
13671,［,う,0
13672,［,え,0
13673,［,お,0
13674,［,か,0
13675,［,き,0
13676,［,く,0
13677,［,け,0
13678,［,こ,0
13679,［,さ,0
13680,［,し,0
13681,［,す,0
13682,［,せ,0
13683,［,そ,0
13684,［,た,0
13685,［,ち,0
13686,［,つ,0
13687,［,て,0
13688,［,と,0
13689,［,な,0
13690,［,に,0
13691,［,ぬ,0
13692,［,ね,0
13693,［,の,0
13694,［,は,0
13695,［,ひ,0
13696,［,ふ,0
13697,［,へ,0
13698,［,ほ,0
13699,［,ま,0
13700,［,み,0
13701,［,む,0
13702,［,め,0
13703,［,も,0
13704,［,や,0
13705,［,ゆ,0
13706,［,よ,0
13707,［,ら,0
13708,［,り,0
13709,［,る,0
13710,［,れ,0
13711,［,ろ,0
13712,［,わ,0
13713,［,ゐ,0
13714,［,ゑ,0
13715,［,を,0
13716,［,ん,0
13717,［,ヴ,0
13718,［,が,0
13719,［,ぎ,0
13720,［,ぐ,0
13721,［,げ,0
13722,［,ご,0
13723,［,ざ,0
13724,［,じ,0
13725,［,ず,0
13726,［,ぜ,0
13727,［,ぞ,0
13728,［,だ,0
13729,［,ぢ,0
13730,［,づ,0
13731,［,で,0
13732,［,ど,0
13733,［,ば,0
13734,［,び,0
13735,［,ぶ,0
13736,［,べ,0
13737,［,ぼ,0
13738,［,ぱ,0
13739,［,ぴ,0
13740,［,ぷ,0
13741,［,ぺ,0
13742,［,ぽ,0
13743,［,ぁ,0
13744,［,ぃ,0
13745,［,ぅ,0
13746,［,ぇ,0
13747,［,ぉ,0
13748,［,っ,0
13749,［,ゃ,0
13750,［,ゅ,0
13751,［,ょ,0
13752,［,ゎ,0
13753,［,ヵ,0
13754,［,ヶ,0
13755,［,ー,0
13756,［,～,0
13757,［,…,0
13758,［,・,0
13759,［,、,0
13760,［,。,0
13761,［,，,0
13762,［,．,0
13763,［,；,0
13764,［,：,0
13765,［,！,0
13766,［,？,0
13767,［,「,0
13768,［,」,0
13769,［,（,0
13770,［,）,0
13771,［,［,0
13772,［,］,0
13773,［,｛,0
13774,［,｝,0
13775,［,‘,0
13776,［,’,0
13777,［,“,0
13778,［,”,0
13779,［,1,0
13780,［,2,0
13781,［,3,0
13782,［,4,0
13783,［,5,0
13784,［,6,0
13785,［,7,0
13786,［,8,0
13787,［,9,0
13788,［,0,0
13789,［,＝,0
13790,［,＜,0
13791,［,＞,0
13792,［,＋,0
13793,［,?,0
13794,［,＊,0
13795,［,×,0
13796,［,／,0
13797,［,÷,0
13798,［,＃,0
13799,［,＄,0
13800,［,￥,0
13801,［,％,0
13802,［,＆,0
13803,］,あ,0
13804,］,い,0
13805,］,う,0
13806,］,え,0
13807,］,お,0
13808,］,か,0
13809,］,き,0
13810,］,く,0
13811,］,け,0
13812,］,こ,0
13813,］,さ,0
13814,］,し,0
13815,］,す,0
13816,］,せ,0
13817,］,そ,0
13818,］,た,0
13819,］,ち,0
13820,］,つ,0
13821,］,て,0
13822,］,と,0
13823,］,な,0
13824,］,に,0
13825,］,ぬ,0
13826,］,ね,0
13827,］,の,0
13828,］,は,0
13829,］,ひ,0
13830,］,ふ,0
13831,］,へ,0
13832,］,ほ,0
13833,］,ま,0
13834,］,み,0
13835,］,む,0
13836,］,め,0
13837,］,も,0
13838,］,や,0
13839,］,ゆ,0
13840,］,よ,0
13841,］,ら,0
13842,］,り,0
13843,］,る,0
13844,］,れ,0
13845,］,ろ,0
13846,］,わ,0
13847,］,ゐ,0
13848,］,ゑ,0
13849,］,を,0
13850,］,ん,0
13851,］,ヴ,0
13852,］,が,0
13853,］,ぎ,0
13854,］,ぐ,0
13855,］,げ,0
13856,］,ご,0
13857,］,ざ,0
13858,］,じ,0
13859,］,ず,0
13860,］,ぜ,0
13861,］,ぞ,0
13862,］,だ,0
13863,］,ぢ,0
13864,］,づ,0
13865,］,で,0
13866,］,ど,0
13867,］,ば,0
13868,］,び,0
13869,］,ぶ,0
13870,］,べ,0
13871,］,ぼ,0
13872,］,ぱ,0
13873,］,ぴ,0
13874,］,ぷ,0
13875,］,ぺ,0
13876,］,ぽ,0
13877,］,ぁ,0
13878,］,ぃ,0
13879,］,ぅ,0
13880,］,ぇ,0
13881,］,ぉ,0
13882,］,っ,0
13883,］,ゃ,0
13884,］,ゅ,0
13885,］,ょ,0
13886,］,ゎ,0
13887,］,ヵ,0
13888,］,ヶ,0
13889,］,ー,0
13890,］,～,0
13891,］,…,0
13892,］,・,0
13893,］,、,0
13894,］,。,0
13895,］,，,0
13896,］,．,0
13897,］,；,0
13898,］,：,0
13899,］,！,0
13900,］,？,0
13901,］,「,0
13902,］,」,0
13903,］,（,0
13904,］,）,0
13905,］,［,0
13906,］,］,0
13907,］,｛,0
13908,］,｝,0
13909,］,‘,0
13910,］,’,0
13911,］,“,0
13912,］,”,0
13913,］,1,0
13914,］,2,0
13915,］,3,0
13916,］,4,0
13917,］,5,0
13918,］,6,0
13919,］,7,0
13920,］,8,0
13921,］,9,0
13922,］,0,0
13923,］,＝,0
13924,］,＜,0
13925,］,＞,0
13926,］,＋,0
13927,］,?,0
13928,］,＊,0
13929,］,×,0
13930,］,／,0
13931,］,÷,0
13932,］,＃,0
13933,］,＄,0
13934,］,￥,0
13935,］,％,0
13936,］,＆,0
13937,｛,あ,0
13938,｛,い,0
13939,｛,う,0
13940,｛,え,0
13941,｛,お,0
13942,｛,か,0
13943,｛,き,0
13944,｛,く,0
13945,｛,け,0
13946,｛,こ,0
13947,｛,さ,0
13948,｛,し,0
13949,｛,す,0
13950,｛,せ,0
13951,｛,そ,0
13952,｛,た,0
13953,｛,ち,0
13954,｛,つ,0
13955,｛,て,0
13956,｛,と,0
13957,｛,な,0
13958,｛,に,0
13959,｛,ぬ,0
13960,｛,ね,0
13961,｛,の,0
13962,｛,は,0
13963,｛,ひ,0
13964,｛,ふ,0
13965,｛,へ,0
13966,｛,ほ,0
13967,｛,ま,0
13968,｛,み,0
13969,｛,む,0
13970,｛,め,0
13971,｛,も,0
13972,｛,や,0
13973,｛,ゆ,0
13974,｛,よ,0
13975,｛,ら,0
13976,｛,り,0
13977,｛,る,0
13978,｛,れ,0
13979,｛,ろ,0
13980,｛,わ,0
13981,｛,ゐ,0
13982,｛,ゑ,0
13983,｛,を,0
13984,｛,ん,0
13985,｛,ヴ,0
13986,｛,が,0
13987,｛,ぎ,0
13988,｛,ぐ,0
13989,｛,げ,0
13990,｛,ご,0
13991,｛,ざ,0
13992,｛,じ,0
13993,｛,ず,0
13994,｛,ぜ,0
13995,｛,ぞ,0
13996,｛,だ,0
13997,｛,ぢ,0
13998,｛,づ,0
13999,｛,で,0
14000,｛,ど,0
14001,｛,ば,0
14002,｛,び,0
14003,｛,ぶ,0
14004,｛,べ,0
14005,｛,ぼ,1
14006,｛,ぱ,0
14007,｛,ぴ,0
14008,｛,ぷ,0
14009,｛,ぺ,0
14010,｛,ぽ,0
14011,｛,ぁ,0
14012,｛,ぃ,0
14013,｛,ぅ,0
14014,｛,ぇ,0
14015,｛,ぉ,0
14016,｛,っ,0
14017,｛,ゃ,0
14018,｛,ゅ,0
14019,｛,ょ,0
14020,｛,ゎ,0
14021,｛,ヵ,0
14022,｛,ヶ,0
14023,｛,ー,0
14024,｛,～,0
14025,｛,…,0
14026,｛,・,0
14027,｛,、,0
14028,｛,。,0
14029,｛,，,0
14030,｛,．,0
14031,｛,；,0
14032,｛,：,0
14033,｛,！,0
14034,｛,？,0
14035,｛,「,0
14036,｛,」,0
14037,｛,（,0
14038,｛,）,0
14039,｛,［,0
14040,｛,］,0
14041,｛,｛,0
14042,｛,｝,0
14043,｛,‘,0
14044,｛,’,0
14045,｛,“,0
14046,｛,”,0
14047,｛,1,0
14048,｛,2,0
14049,｛,3,0
14050,｛,4,0
14051,｛,5,0
14052,｛,6,0
14053,｛,7,0
14054,｛,8,0
14055,｛,9,0
14056,｛,0,0
14057,｛,＝,0
14058,｛,＜,0
14059,｛,＞,0
14060,｛,＋,0
14061,｛,?,0
14062,｛,＊,0
14063,｛,×,0
14064,｛,／,0
14065,｛,÷,0
14066,｛,＃,0
14067,｛,＄,0
14068,｛,￥,0
14069,｛,％,0
14070,｛,＆,0
14071,｝,あ,0
14072,｝,い,0
14073,｝,う,0
14074,｝,え,0
14075,｝,お,0
14076,｝,か,0
14077,｝,き,0
14078,｝,く,0
14079,｝,け,0
14080,｝,こ,0
14081,｝,さ,0
14082,｝,し,0
14083,｝,す,0
14084,｝,せ,0
14085,｝,そ,0
14086,｝,た,0
14087,｝,ち,0
14088,｝,つ,0
14089,｝,て,0
14090,｝,と,0
14091,｝,な,0
14092,｝,に,0
14093,｝,ぬ,0
14094,｝,ね,0
14095,｝,の,0
14096,｝,は,0
14097,｝,ひ,0
14098,｝,ふ,0
14099,｝,へ,0
14100,｝,ほ,0
14101,｝,ま,0
14102,｝,み,0
14103,｝,む,0
14104,｝,め,0
14105,｝,も,0
14106,｝,や,0
14107,｝,ゆ,0
14108,｝,よ,0
14109,｝,ら,0
14110,｝,り,0
14111,｝,る,0
14112,｝,れ,0
14113,｝,ろ,0
14114,｝,わ,0
14115,｝,ゐ,0
14116,｝,ゑ,0
14117,｝,を,1
14118,｝,ん,0
14119,｝,ヴ,0
14120,｝,が,0
14121,｝,ぎ,0
14122,｝,ぐ,0
14123,｝,げ,0
14124,｝,ご,0
14125,｝,ざ,0
14126,｝,じ,0
14127,｝,ず,0
14128,｝,ぜ,0
14129,｝,ぞ,0
14130,｝,だ,0
14131,｝,ぢ,0
14132,｝,づ,0
14133,｝,で,0
14134,｝,ど,0
14135,｝,ば,0
14136,｝,び,0
14137,｝,ぶ,0
14138,｝,べ,0
14139,｝,ぼ,0
14140,｝,ぱ,0
14141,｝,ぴ,0
14142,｝,ぷ,0
14143,｝,ぺ,0
14144,｝,ぽ,0
14145,｝,ぁ,0
14146,｝,ぃ,0
14147,｝,ぅ,0
14148,｝,ぇ,0
14149,｝,ぉ,0
14150,｝,っ,0
14151,｝,ゃ,0
14152,｝,ゅ,0
14153,｝,ょ,0
14154,｝,ゎ,0
14155,｝,ヵ,0
14156,｝,ヶ,0
14157,｝,ー,0
14158,｝,～,0
14159,｝,…,0
14160,｝,・,0
14161,｝,、,0
14162,｝,。,0
14163,｝,，,0
14164,｝,．,0
14165,｝,；,0
14166,｝,：,0
14167,｝,！,0
14168,｝,？,0
14169,｝,「,0
14170,｝,」,0
14171,｝,（,0
14172,｝,）,0
14173,｝,［,0
14174,｝,］,0
14175,｝,｛,0
14176,｝,｝,0
14177,｝,‘,0
14178,｝,’,0
14179,｝,“,0
14180,｝,”,0
14181,｝,1,0
14182,｝,2,0
14183,｝,3,0
14184,｝,4,0
14185,｝,5,0
14186,｝,6,0
14187,｝,7,0
14188,｝,8,0
14189,｝,9,0
14190,｝,0,0
14191,｝,＝,0
14192,｝,＜,0
14193,｝,＞,0
14194,｝,＋,0
14195,｝,?,0
14196,｝,＊,0
14197,｝,×,0
14198,｝,／,0
14199,｝,÷,0
14200,｝,＃,0
14201,｝,＄,0
14202,｝,￥,0
14203,｝,％,0
14204,｝,＆,0
14205,‘,あ,0
14206,‘,い,0
14207,‘,う,0
14208,‘,え,0
14209,‘,お,0
14210,‘,か,0
14211,‘,き,0
14212,‘,く,0
14213,‘,け,0
14214,‘,こ,0
14215,‘,さ,0
14216,‘,し,0
14217,‘,す,0
14218,‘,せ,0
14219,‘,そ,0
14220,‘,た,0
14221,‘,ち,0
14222,‘,つ,0
14223,‘,て,0
14224,‘,と,0
14225,‘,な,0
14226,‘,に,0
14227,‘,ぬ,0
14228,‘,ね,0
14229,‘,の,0
14230,‘,は,0
14231,‘,ひ,0
14232,‘,ふ,0
14233,‘,へ,0
14234,‘,ほ,0
14235,‘,ま,0
14236,‘,み,1
14237,‘,む,0
14238,‘,め,0
14239,‘,も,0
14240,‘,や,0
14241,‘,ゆ,0
14242,‘,よ,0
14243,‘,ら,0
14244,‘,り,0
14245,‘,る,0
14246,‘,れ,0
14247,‘,ろ,0
14248,‘,わ,0
14249,‘,ゐ,0
14250,‘,ゑ,0
14251,‘,を,0
14252,‘,ん,0
14253,‘,ヴ,0
14254,‘,が,0
14255,‘,ぎ,0
14256,‘,ぐ,0
14257,‘,げ,0
14258,‘,ご,0
14259,‘,ざ,0
14260,‘,じ,0
14261,‘,ず,0
14262,‘,ぜ,0
14263,‘,ぞ,0
14264,‘,だ,0
14265,‘,ぢ,0
14266,‘,づ,0
14267,‘,で,0
14268,‘,ど,0
14269,‘,ば,0
14270,‘,び,0
14271,‘,ぶ,0
14272,‘,べ,0
14273,‘,ぼ,0
14274,‘,ぱ,0
14275,‘,ぴ,0
14276,‘,ぷ,0
14277,‘,ぺ,0
14278,‘,ぽ,0
14279,‘,ぁ,0
14280,‘,ぃ,0
14281,‘,ぅ,0
14282,‘,ぇ,0
14283,‘,ぉ,0
14284,‘,っ,0
14285,‘,ゃ,0
14286,‘,ゅ,0
14287,‘,ょ,0
14288,‘,ゎ,0
14289,‘,ヵ,0
14290,‘,ヶ,0
14291,‘,ー,0
14292,‘,～,0
14293,‘,…,0
14294,‘,・,0
14295,‘,、,0
14296,‘,。,0
14297,‘,，,0
14298,‘,．,0
14299,‘,；,0
14300,‘,：,0
14301,‘,！,0
14302,‘,？,0
14303,‘,「,0
14304,‘,」,0
14305,‘,（,0
14306,‘,）,0
14307,‘,［,0
14308,‘,］,0
14309,‘,｛,0
14310,‘,｝,0
14311,‘,‘,0
14312,‘,’,0
14313,‘,“,0
14314,‘,”,0
14315,‘,1,0
14316,‘,2,0
14317,‘,3,0
14318,‘,4,0
14319,‘,5,0
14320,‘,6,0
14321,‘,7,0
14322,‘,8,0
14323,‘,9,0
14324,‘,0,0
14325,‘,＝,0
14326,‘,＜,0
14327,‘,＞,0
14328,‘,＋,0
14329,‘,?,0
14330,‘,＊,0
14331,‘,×,0
14332,‘,／,0
14333,‘,÷,0
14334,‘,＃,0
14335,‘,＄,0
14336,‘,￥,0
14337,‘,％,0
14338,‘,＆,0
14339,’,あ,0
14340,’,い,0
14341,’,う,0
14342,’,え,0
14343,’,お,0
14344,’,か,0
14345,’,き,0
14346,’,く,0
14347,’,け,0
14348,’,こ,0
14349,’,さ,0
14350,’,し,0
14351,’,す,0
14352,’,せ,0
14353,’,そ,0
14354,’,た,0
14355,’,ち,0
14356,’,つ,0
14357,’,て,0
14358,’,と,0
14359,’,な,0
14360,’,に,0
14361,’,ぬ,0
14362,’,ね,0
14363,’,の,0
14364,’,は,0
14365,’,ひ,0
14366,’,ふ,0
14367,’,へ,0
14368,’,ほ,0
14369,’,ま,0
14370,’,み,0
14371,’,む,0
14372,’,め,0
14373,’,も,0
14374,’,や,0
14375,’,ゆ,0
14376,’,よ,0
14377,’,ら,0
14378,’,り,0
14379,’,る,0
14380,’,れ,0
14381,’,ろ,0
14382,’,わ,0
14383,’,ゐ,0
14384,’,ゑ,0
14385,’,を,0
14386,’,ん,0
14387,’,ヴ,0
14388,’,が,0
14389,’,ぎ,0
14390,’,ぐ,0
14391,’,げ,0
14392,’,ご,0
14393,’,ざ,0
14394,’,じ,0
14395,’,ず,0
14396,’,ぜ,0
14397,’,ぞ,0
14398,’,だ,0
14399,’,ぢ,0
14400,’,づ,0
14401,’,で,1
14402,’,ど,0
14403,’,ば,0
14404,’,び,0
14405,’,ぶ,0
14406,’,べ,0
14407,’,ぼ,0
14408,’,ぱ,0
14409,’,ぴ,0
14410,’,ぷ,0
14411,’,ぺ,0
14412,’,ぽ,0
14413,’,ぁ,0
14414,’,ぃ,0
14415,’,ぅ,0
14416,’,ぇ,0
14417,’,ぉ,0
14418,’,っ,0
14419,’,ゃ,0
14420,’,ゅ,0
14421,’,ょ,0
14422,’,ゎ,0
14423,’,ヵ,0
14424,’,ヶ,0
14425,’,ー,0
14426,’,～,0
14427,’,…,0
14428,’,・,0
14429,’,、,0
14430,’,。,0
14431,’,，,0
14432,’,．,0
14433,’,；,0
14434,’,：,0
14435,’,！,0
14436,’,？,0
14437,’,「,0
14438,’,」,0
14439,’,（,0
14440,’,）,1
14441,’,［,0
14442,’,］,0
14443,’,｛,0
14444,’,｝,0
14445,’,‘,0
14446,’,’,0
14447,’,“,0
14448,’,”,0
14449,’,1,0
14450,’,2,0
14451,’,3,0
14452,’,4,0
14453,’,5,0
14454,’,6,0
14455,’,7,0
14456,’,8,0
14457,’,9,0
14458,’,0,0
14459,’,＝,0
14460,’,＜,0
14461,’,＞,0
14462,’,＋,0
14463,’,?,0
14464,’,＊,0
14465,’,×,0
14466,’,／,0
14467,’,÷,0
14468,’,＃,0
14469,’,＄,0
14470,’,￥,0
14471,’,％,0
14472,’,＆,0
14473,“,あ,0
14474,“,い,2
14475,“,う,1
14476,“,え,2
14477,“,お,0
14478,“,か,0
14479,“,き,3
14480,“,く,1
14481,“,け,2
14482,“,こ,1
14483,“,さ,5
14484,“,し,5
14485,“,す,0
14486,“,せ,0
14487,“,そ,0
14488,“,た,5
14489,“,ち,1
14490,“,つ,0
14491,“,て,0
14492,“,と,0
14493,“,な,2
14494,“,に,0
14495,“,ぬ,0
14496,“,ね,1
14497,“,の,0
14498,“,は,1
14499,“,ひ,1
14500,“,ふ,0
14501,“,へ,0
14502,“,ほ,0
14503,“,ま,0
14504,“,み,0
14505,“,む,0
14506,“,め,3
14507,“,も,0
14508,“,や,3
14509,“,ゆ,4
14510,“,よ,0
14511,“,ら,0
14512,“,り,0
14513,“,る,1
14514,“,れ,0
14515,“,ろ,0
14516,“,わ,0
14517,“,ゐ,0
14518,“,ゑ,0
14519,“,を,0
14520,“,ん,0
14521,“,ヴ,0
14522,“,が,0
14523,“,ぎ,0
14524,“,ぐ,0
14525,“,げ,0
14526,“,ご,0
14527,“,ざ,0
14528,“,じ,2
14529,“,ず,0
14530,“,ぜ,0
14531,“,ぞ,0
14532,“,だ,1
14533,“,ぢ,0
14534,“,づ,0
14535,“,で,0
14536,“,ど,0
14537,“,ば,0
14538,“,び,0
14539,“,ぶ,3
14540,“,べ,0
14541,“,ぼ,0
14542,“,ぱ,0
14543,“,ぴ,0
14544,“,ぷ,0
14545,“,ぺ,0
14546,“,ぽ,0
14547,“,ぁ,0
14548,“,ぃ,0
14549,“,ぅ,0
14550,“,ぇ,0
14551,“,ぉ,0
14552,“,っ,0
14553,“,ゃ,0
14554,“,ゅ,0
14555,“,ょ,0
14556,“,ゎ,0
14557,“,ヵ,0
14558,“,ヶ,0
14559,“,ー,0
14560,“,～,0
14561,“,…,0
14562,“,・,0
14563,“,、,0
14564,“,。,0
14565,“,，,0
14566,“,．,0
14567,“,；,0
14568,“,：,0
14569,“,！,0
14570,“,？,0
14571,“,「,0
14572,“,」,0
14573,“,（,0
14574,“,）,0
14575,“,［,0
14576,“,］,0
14577,“,｛,0
14578,“,｝,0
14579,“,‘,0
14580,“,’,0
14581,“,“,0
14582,“,”,0
14583,“,1,1
14584,“,2,0
14585,“,3,0
14586,“,4,0
14587,“,5,0
14588,“,6,0
14589,“,7,0
14590,“,8,0
14591,“,9,0
14592,“,0,0
14593,“,＝,0
14594,“,＜,0
14595,“,＞,0
14596,“,＋,0
14597,“,?,0
14598,“,＊,0
14599,“,×,0
14600,“,／,0
14601,“,÷,0
14602,“,＃,0
14603,“,＄,0
14604,“,￥,0
14605,“,％,0
14606,“,＆,0
14607,”,あ,0
14608,”,い,0
14609,”,う,0
14610,”,え,0
14611,”,お,0
14612,”,か,2
14613,”,き,1
14614,”,く,0
14615,”,け,0
14616,”,こ,3
14617,”,さ,0
14618,”,し,1
14619,”,す,0
14620,”,せ,0
14621,”,そ,0
14622,”,た,1
14623,”,ち,0
14624,”,つ,0
14625,”,て,0
14626,”,と,17
14627,”,な,2
14628,”,に,2
14629,”,ぬ,0
14630,”,ね,0
14631,”,の,1
14632,”,は,0
14633,”,ひ,0
14634,”,ふ,0
14635,”,へ,0
14636,”,ほ,0
14637,”,ま,0
14638,”,み,0
14639,”,む,1
14640,”,め,1
14641,”,も,2
14642,”,や,0
14643,”,ゆ,0
14644,”,よ,2
14645,”,ら,0
14646,”,り,0
14647,”,る,0
14648,”,れ,0
14649,”,ろ,0
14650,”,わ,0
14651,”,ゐ,0
14652,”,ゑ,0
14653,”,を,9
14654,”,ん,0
14655,”,ヴ,0
14656,”,が,2
14657,”,ぎ,0
14658,”,ぐ,0
14659,”,げ,0
14660,”,ご,0
14661,”,ざ,0
14662,”,じ,0
14663,”,ず,0
14664,”,ぜ,0
14665,”,ぞ,0
14666,”,だ,3
14667,”,ぢ,0
14668,”,づ,0
14669,”,で,2
14670,”,ど,0
14671,”,ば,0
14672,”,び,0
14673,”,ぶ,0
14674,”,べ,0
14675,”,ぼ,0
14676,”,ぱ,0
14677,”,ぴ,0
14678,”,ぷ,0
14679,”,ぺ,0
14680,”,ぽ,0
14681,”,ぁ,0
14682,”,ぃ,0
14683,”,ぅ,0
14684,”,ぇ,0
14685,”,ぉ,0
14686,”,っ,1
14687,”,ゃ,0
14688,”,ゅ,0
14689,”,ょ,0
14690,”,ゎ,0
14691,”,ヵ,0
14692,”,ヶ,0
14693,”,ー,0
14694,”,～,0
14695,”,…,0
14696,”,・,0
14697,”,、,0
14698,”,。,0
14699,”,，,0
14700,”,．,0
14701,”,；,0
14702,”,：,0
14703,”,！,0
14704,”,？,0
14705,”,「,0
14706,”,」,0
14707,”,（,0
14708,”,）,1
14709,”,［,0
14710,”,］,0
14711,”,｛,0
14712,”,｝,0
14713,”,‘,0
14714,”,’,0
14715,”,“,7
14716,”,”,0
14717,”,1,0
14718,”,2,0
14719,”,3,0
14720,”,4,0
14721,”,5,0
14722,”,6,0
14723,”,7,0
14724,”,8,0
14725,”,9,0
14726,”,0,0
14727,”,＝,0
14728,”,＜,0
14729,”,＞,0
14730,”,＋,0
14731,”,?,0
14732,”,＊,0
14733,”,×,0
14734,”,／,0
14735,”,÷,0
14736,”,＃,0
14737,”,＄,0
14738,”,￥,0
14739,”,％,0
14740,”,＆,0
14741,1,あ,1
14742,1,い,3
14743,1,う,0
14744,1,え,0
14745,1,お,1
14746,1,か,25
14747,1,き,0
14748,1,く,4
14749,1,け,1
14750,1,こ,5
14751,1,さ,5
14752,1,し,7
14753,1,す,0
14754,1,せ,2
14755,1,そ,0
14756,1,た,2
14757,1,ち,3
14758,1,つ,20
14759,1,て,6
14760,1,と,20
14761,1,な,3
14762,1,に,11
14763,1,ぬ,0
14764,1,ね,24
14765,1,の,2
14766,1,は,3
14767,1,ひ,18
14768,1,ふ,1
14769,1,へ,0
14770,1,ほ,8
14771,1,ま,12
14772,1,み,0
14773,1,む,0
14774,1,め,0
14775,1,も,2
14776,1,や,0
14777,1,ゆ,0
14778,1,よ,0
14779,1,ら,1
14780,1,り,2
14781,1,る,0
14782,1,れ,0
14783,1,ろ,0
14784,1,わ,4
14785,1,ゐ,0
14786,1,ゑ,0
14787,1,を,1
14788,1,ん,0
14789,1,ヴ,0
14790,1,が,11
14791,1,ぎ,0
14792,1,ぐ,2
14793,1,げ,2
14794,1,ご,1
14795,1,ざ,0
14796,1,じ,14
14797,1,ず,0
14798,1,ぜ,0
14799,1,ぞ,0
14800,1,だ,2
14801,1,ぢ,0
14802,1,づ,0
14803,1,で,0
14804,1,ど,1
14805,1,ば,1
14806,1,び,4
14807,1,ぶ,0
14808,1,べ,0
14809,1,ぼ,1
14810,1,ぱ,4
14811,1,ぴ,2
14812,1,ぷ,0
14813,1,ぺ,0
14814,1,ぽ,0
14815,1,ぁ,0
14816,1,ぃ,0
14817,1,ぅ,0
14818,1,ぇ,0
14819,1,ぉ,0
14820,1,っ,0
14821,1,ゃ,0
14822,1,ゅ,0
14823,1,ょ,0
14824,1,ゎ,0
14825,1,ヵ,0
14826,1,ヶ,0
14827,1,ー,0
14828,1,～,2
14829,1,…,0
14830,1,・,1
14831,1,、,6
14832,1,。,2
14833,1,，,1
14834,1,．,16
14835,1,；,0
14836,1,：,2
14837,1,！,0
14838,1,？,0
14839,1,「,0
14840,1,」,0
14841,1,（,0
14842,1,）,11
14843,1,［,0
14844,1,］,0
14845,1,｛,0
14846,1,｝,0
14847,1,‘,0
14848,1,’,0
14849,1,“,0
14850,1,”,0
14851,1,1,37
14852,1,2,36
14853,1,3,26
14854,1,4,18
14855,1,5,22
14856,1,6,23
14857,1,7,7
14858,1,8,14
14859,1,9,54
14860,1,0,79
14861,1,＝,0
14862,1,＜,0
14863,1,＞,0
14864,1,＋,0
14865,1,?,2
14866,1,＊,0
14867,1,×,0
14868,1,／,0
14869,1,÷,0
14870,1,＃,0
14871,1,＄,0
14872,1,￥,0
14873,1,％,0
14874,1,＆,0
14875,2,あ,1
14876,2,い,3
