No.,1文字目,3文字目,出現数
3368,は,つ,107
3369,は,て,100
3370,は,と,164
3371,は,な,135
3372,は,に,163
3373,は,ぬ,8
3374,は,ね,31
3375,は,の,256
3376,は,は,103
3377,は,ひ,43
3378,は,ふ,35
3379,は,へ,14
3380,は,ほ,57
3381,は,ま,214
3382,は,み,64
3383,は,む,22
3384,は,め,196
3385,は,も,110
3386,は,や,65
3387,は,ゆ,16
3388,は,よ,32
3389,は,ら,118
3390,は,り,171
3391,は,る,139
3392,は,れ,161
3393,は,ろ,58
3394,は,わ,76
3395,は,ゐ,0
3396,は,ゑ,0
3397,は,を,82
3398,は,ん,355
3399,は,ヴ,0
3400,は,が,133
3401,は,ぎ,29
3402,は,ぐ,16
3403,は,げ,37
3404,は,ご,40
3405,は,ざ,14
3406,は,じ,96
3407,は,ず,33
3408,は,ぜ,30
3409,は,ぞ,7
3410,は,だ,110
3411,は,ぢ,2
3412,は,づ,8
3413,は,で,47
3414,は,ど,67
3415,は,ば,85
3416,は,び,25
3417,は,ぶ,61
3418,は,べ,28
3419,は,ぼ,16
3420,は,ぱ,11
3421,は,ぴ,52
3422,は,ぷ,66
3423,は,ぺ,1
3424,は,ぽ,1
3425,は,ぁ,3
3426,は,ぃ,2
3427,は,ぅ,0
3428,は,ぇ,1
3429,は,ぉ,2
3430,は,っ,280
3431,は,ゃ,25
3432,は,ゅ,54
3433,は,ょ,77
3434,は,ゎ,0
3435,は,ヵ,0
3436,は,ヶ,0
3437,は,ー,39
3438,は,～,1
3439,は,…,9
3440,は,・,14
3441,は,、,56
3442,は,。,22
3443,は,，,0
3444,は,．,2
3445,は,；,0
3446,は,：,0
3447,は,！,5
3448,は,？,2
3449,は,「,73
3450,は,」,16
3451,は,（,9
3452,は,）,2
3453,は,［,0
3454,は,］,0
3455,は,｛,0
3456,は,｝,0
3457,は,‘,0
3458,は,’,0
3459,は,“,1
3460,は,”,1
3461,は,1,14
3462,は,2,12
3463,は,3,12
3464,は,4,8
3465,は,5,11
3466,は,6,9
3467,は,7,9
3468,は,8,14
3469,は,9,14
3470,は,0,20
3471,は,＝,0
3472,は,＜,0
3473,は,＞,0
3474,は,＋,0
3475,は,?,0
3476,は,＊,1
3477,は,×,1
3478,は,／,0
3479,は,÷,0
3480,は,＃,0
3481,は,＄,0
3482,は,￥,0
3483,は,％,0
3484,は,＆,0
3485,ひ,あ,23
3486,ひ,い,138
3487,ひ,う,194
3488,ひ,え,10
3489,ひ,お,15
3490,ひ,か,63
3491,ひ,き,38
3492,ひ,く,82
3493,ひ,け,11
3494,ひ,こ,34
3495,ひ,さ,18
3496,ひ,し,120
3497,ひ,す,16
3498,ひ,せ,8
3499,ひ,そ,10
3500,ひ,た,56
3501,ひ,ち,15
3502,ひ,つ,63
3503,ひ,て,35
3504,ひ,と,63
3505,ひ,な,25
3506,ひ,に,78
3507,ひ,ぬ,1
3508,ひ,ね,2
3509,ひ,の,155
3510,ひ,は,102
3511,ひ,ひ,11
3512,ひ,ふ,6
3513,ひ,へ,6
3514,ひ,ほ,3
3515,ひ,ま,32
3516,ひ,み,8
3517,ひ,む,15
3518,ひ,め,15
3519,ひ,も,40
3520,ひ,や,16
3521,ひ,ゆ,4
3522,ひ,よ,81
3523,ひ,ら,14
3524,ひ,り,171
3525,ひ,る,23
3526,ひ,れ,8
3527,ひ,ろ,7
3528,ひ,わ,10
3529,ひ,ゐ,0
3530,ひ,ゑ,0
3531,ひ,を,60
3532,ひ,ん,54
3533,ひ,ヴ,0
3534,ひ,が,130
3535,ひ,ぎ,5
3536,ひ,ぐ,3
3537,ひ,げ,21
3538,ひ,ご,7
3539,ひ,ざ,0
3540,ひ,じ,10
3541,ひ,ず,9
3542,ひ,ぜ,0
3543,ひ,ぞ,1
3544,ひ,だ,27
3545,ひ,ぢ,2
3546,ひ,づ,5
3547,ひ,で,43
3548,ひ,ど,14
3549,ひ,ば,9
3550,ひ,び,60
3551,ひ,ぶ,2
3552,ひ,べ,3
3553,ひ,ぼ,2
3554,ひ,ぱ,14
3555,ひ,ぴ,0
3556,ひ,ぷ,2
3557,ひ,ぺ,1
3558,ひ,ぽ,0
3559,ひ,ぁ,0
3560,ひ,ぃ,0
3561,ひ,ぅ,0
3562,ひ,ぇ,0
3563,ひ,ぉ,0
3564,ひ,っ,23
3565,ひ,ゃ,11
3566,ひ,ゅ,1
3567,ひ,ょ,46
3568,ひ,ゎ,0
3569,ひ,ヵ,0
3570,ひ,ヶ,0
3571,ひ,ー,3
3572,ひ,～,0
3573,ひ,…,0
3574,ひ,・,0
3575,ひ,、,38
3576,ひ,。,8
3577,ひ,，,0
3578,ひ,．,0
3579,ひ,；,0
3580,ひ,：,0
3581,ひ,！,1
3582,ひ,？,1
3583,ひ,「,3
3584,ひ,」,5
3585,ひ,（,3
3586,ひ,）,4
3587,ひ,［,0
3588,ひ,］,0
3589,ひ,｛,0
3590,ひ,｝,0
3591,ひ,‘,0
3592,ひ,’,0
3593,ひ,“,0
3594,ひ,”,0
3595,ひ,1,0
3596,ひ,2,1
3597,ひ,3,2
3598,ひ,4,0
3599,ひ,5,0
3600,ひ,6,1
3601,ひ,7,0
3602,ひ,8,1
3603,ひ,9,0
3604,ひ,0,0
3605,ひ,＝,0
3606,ひ,＜,0
3607,ひ,＞,0
3608,ひ,＋,1
3609,ひ,?,0
3610,ひ,＊,0
3611,ひ,×,0
3612,ひ,／,0
3613,ひ,÷,0
3614,ひ,＃,0
3615,ひ,＄,0
3616,ひ,￥,0
3617,ひ,％,0
3618,ひ,＆,0
3619,ふ,あ,23
3620,ふ,い,98
3621,ふ,う,104
3622,ふ,え,29
3623,ふ,お,17
3624,ふ,か,62
3625,ふ,き,31
3626,ふ,く,26
3627,ふ,け,19
3628,ふ,こ,20
3629,ふ,さ,9
3630,ふ,し,109
3631,ふ,す,22
3632,ふ,せ,25
3633,ふ,そ,6
3634,ふ,た,39
3635,ふ,ち,14
3636,ふ,つ,18
3637,ふ,て,35
3638,ふ,と,39
3639,ふ,な,13
3640,ふ,に,47
3641,ふ,ぬ,0
3642,ふ,ね,2
3643,ふ,の,47
3644,ふ,は,24
3645,ふ,ひ,3
3646,ふ,ふ,16
3647,ふ,へ,0
3648,ふ,ほ,8
3649,ふ,ま,31
3650,ふ,み,37
3651,ふ,む,9
3652,ふ,め,15
3653,ふ,も,8
3654,ふ,や,10
3655,ふ,ゆ,27
3656,ふ,よ,8
3657,ふ,ら,10
3658,ふ,り,76
3659,ふ,る,25
3660,ふ,れ,5
3661,ふ,ろ,8
3662,ふ,わ,12
3663,ふ,ゐ,0
3664,ふ,ゑ,0
3665,ふ,を,35
3666,ふ,ん,185
3667,ふ,ヴ,0
3668,ふ,が,15
3669,ふ,ぎ,29
3670,ふ,ぐ,11
3671,ふ,げ,0
3672,ふ,ご,5
3673,ふ,ざ,4
3674,ふ,じ,6
3675,ふ,ず,2
3676,ふ,ぜ,2
3677,ふ,ぞ,3
3678,ふ,だ,5
3679,ふ,ぢ,0
3680,ふ,づ,1
3681,ふ,で,17
3682,ふ,ど,3
3683,ふ,ば,5
3684,ふ,び,7
3685,ふ,ぶ,3
3686,ふ,べ,0
3687,ふ,ぼ,8
3688,ふ,ぱ,0
3689,ふ,ぴ,0
3690,ふ,ぷ,0
3691,ふ,ぺ,1
3692,ふ,ぽ,0
3693,ふ,ぁ,1
3694,ふ,ぃ,0
3695,ふ,ぅ,0
3696,ふ,ぇ,0
3697,ふ,ぉ,0
3698,ふ,っ,14
3699,ふ,ゃ,1
3700,ふ,ゅ,9
3701,ふ,ょ,8
3702,ふ,ゎ,0
3703,ふ,ヵ,0
3704,ふ,ヶ,0
3705,ふ,ー,64
3706,ふ,～,1
3707,ふ,…,1
3708,ふ,・,1
3709,ふ,、,25
3710,ふ,。,8
3711,ふ,，,0
3712,ふ,．,0
3713,ふ,；,0
3714,ふ,：,0
3715,ふ,！,0
3716,ふ,？,0
3717,ふ,「,11
3718,ふ,」,2
3719,ふ,（,1
3720,ふ,）,3
3721,ふ,［,0
3722,ふ,］,0
3723,ふ,｛,0
3724,ふ,｝,0
3725,ふ,‘,0
3726,ふ,’,0
3727,ふ,“,0
3728,ふ,”,2
3729,ふ,1,3
3730,ふ,2,2
3731,ふ,3,1
3732,ふ,4,0
3733,ふ,5,0
3734,ふ,6,0
3735,ふ,7,0
3736,ふ,8,0
3737,ふ,9,0
3738,ふ,0,0
3739,ふ,＝,0
3740,ふ,＜,0
3741,ふ,＞,0
3742,ふ,＋,0
3743,ふ,?,0
3744,ふ,＊,0
3745,ふ,×,0
3746,ふ,／,0
3747,ふ,÷,0
3748,ふ,＃,0
3749,ふ,＄,0
3750,ふ,￥,0
3751,ふ,％,0
3752,ふ,＆,0
3753,へ,あ,3
3754,へ,い,30
3755,へ,う,9
3756,へ,え,18
3757,へ,お,8
3758,へ,か,44
3759,へ,き,34
3760,へ,く,12
3761,へ,け,16
3762,へ,こ,46
3763,へ,さ,8
3764,へ,し,31
3765,へ,す,6
3766,へ,せ,10
3767,へ,そ,5
3768,へ,た,19
3769,へ,ち,10
3770,へ,つ,5
3771,へ,て,36
3772,へ,と,15
3773,へ,な,25
3774,へ,に,27
3775,へ,ぬ,0
3776,へ,ね,1
3777,へ,の,21
3778,へ,は,13
3779,へ,ひ,6
3780,へ,ふ,3
3781,へ,へ,1
3782,へ,ほ,2
3783,へ,ま,12
3784,へ,み,8
3785,へ,む,5
3786,へ,め,2
3787,へ,も,9
3788,へ,や,4
3789,へ,ゆ,0
3790,へ,よ,8
3791,へ,ら,6
3792,へ,り,11
3793,へ,る,8
3794,へ,れ,10
3795,へ,ろ,3
3796,へ,わ,13
3797,へ,ゐ,0
3798,へ,ゑ,0
3799,へ,を,15
3800,へ,ん,14
3801,へ,ヴ,0
3802,へ,が,12
3803,へ,ぎ,2
3804,へ,ぐ,1
3805,へ,げ,3
3806,へ,ご,3
3807,へ,ざ,2
3808,へ,じ,15
3809,へ,ず,2
3810,へ,ぜ,1
3811,へ,ぞ,1
3812,へ,だ,13
3813,へ,ぢ,0
3814,へ,づ,0
3815,へ,で,14
3816,へ,ど,6
3817,へ,ば,2
3818,へ,び,7
3819,へ,ぶ,1
3820,へ,べ,0
3821,へ,ぼ,12
3822,へ,ぱ,0
3823,へ,ぴ,1
3824,へ,ぷ,0
3825,へ,ぺ,1
3826,へ,ぽ,1
3827,へ,ぁ,0
3828,へ,ぃ,0
3829,へ,ぅ,0
3830,へ,ぇ,0
3831,へ,ぉ,0
3832,へ,っ,27
3833,へ,ゃ,0
3834,へ,ゅ,3
3835,へ,ょ,4
3836,へ,ゎ,0
3837,へ,ヵ,0
3838,へ,ヶ,0
3839,へ,ー,4
3840,へ,～,0
3841,へ,…,0
3842,へ,・,1
3843,へ,、,16
3844,へ,。,7
3845,へ,，,0
3846,へ,．,0
3847,へ,；,0
3848,へ,：,0
3849,へ,！,1
3850,へ,？,0
3851,へ,「,5
3852,へ,」,2
3853,へ,（,1
3854,へ,）,2
3855,へ,［,0
3856,へ,］,0
3857,へ,｛,0
3858,へ,｝,0
3859,へ,‘,0
3860,へ,’,0
3861,へ,“,0
3862,へ,”,0
3863,へ,1,2
3864,へ,2,1
3865,へ,3,1
3866,へ,4,0
3867,へ,5,0
3868,へ,6,0
3869,へ,7,0
3870,へ,8,0
3871,へ,9,0
3872,へ,0,0
3873,へ,＝,0
3874,へ,＜,0
3875,へ,＞,0
3876,へ,＋,0
3877,へ,?,0
3878,へ,＊,0
3879,へ,×,0
3880,へ,／,0
3881,へ,÷,0
3882,へ,＃,0
3883,へ,＄,0
3884,へ,￥,0
3885,へ,％,0
3886,へ,＆,0
3887,ほ,あ,22
3888,ほ,い,69
3889,ほ,う,10
3890,ほ,え,9
3891,ほ,お,20
3892,ほ,か,84
3893,ほ,き,21
3894,ほ,く,25
3895,ほ,け,27
3896,ほ,こ,39
3897,ほ,さ,16
3898,ほ,し,124
3899,ほ,す,2
3900,ほ,せ,15
3901,ほ,そ,30
3902,ほ,た,11
3903,ほ,ち,9
3904,ほ,つ,8
3905,ほ,て,23
3906,ほ,と,126
3907,ほ,な,22
3908,ほ,に,90
3909,ほ,ぬ,1
3910,ほ,ね,2
3911,ほ,の,188
3912,ほ,は,46
3913,ほ,ひ,5
3914,ほ,ふ,9
3915,ほ,へ,16
3916,ほ,ほ,44
3917,ほ,ま,17
3918,ほ,み,17
3919,ほ,む,29
3920,ほ,め,9
3921,ほ,も,41
3922,ほ,や,16
3923,ほ,ゆ,2
3924,ほ,よ,10
3925,ほ,ら,20
3926,ほ,り,19
3927,ほ,る,26
3928,ほ,れ,9
3929,ほ,ろ,7
3930,ほ,わ,5
3931,ほ,ゐ,0
3932,ほ,ゑ,0
3933,ほ,を,54
3934,ほ,ん,66
3935,ほ,ヴ,0
3936,ほ,が,94
3937,ほ,ぎ,3
3938,ほ,ぐ,0
3939,ほ,げ,1
3940,ほ,ご,8
3941,ほ,ざ,2
3942,ほ,じ,29
3943,ほ,ず,3
3944,ほ,ぜ,2
3945,ほ,ぞ,1
3946,ほ,だ,22
3947,ほ,ぢ,0
3948,ほ,づ,2
3949,ほ,で,62
3950,ほ,ど,12
3951,ほ,ば,2
3952,ほ,び,7
3953,ほ,ぶ,11
3954,ほ,べ,2
3955,ほ,ぼ,3
3956,ほ,ぱ,0
3957,ほ,ぴ,0
3958,ほ,ぷ,4
3959,ほ,ぺ,4
3960,ほ,ぽ,2
3961,ほ,ぁ,0
3962,ほ,ぃ,0
3963,ほ,ぅ,0
3964,ほ,ぇ,0
3965,ほ,ぉ,0
3966,ほ,っ,7
3967,ほ,ゃ,1
3968,ほ,ゅ,5
3969,ほ,ょ,43
3970,ほ,ゎ,0
3971,ほ,ヵ,0
3972,ほ,ヶ,0
3973,ほ,ー,0
3974,ほ,～,1
3975,ほ,…,0
3976,ほ,・,2
3977,ほ,、,33
3978,ほ,。,8
3979,ほ,，,0
3980,ほ,．,0
3981,ほ,；,0
3982,ほ,：,0
3983,ほ,！,1
3984,ほ,？,0
3985,ほ,「,1
3986,ほ,」,0
3987,ほ,（,0
3988,ほ,）,2
3989,ほ,［,0
3990,ほ,］,0
3991,ほ,｛,0
3992,ほ,｝,0
3993,ほ,‘,0
3994,ほ,’,1
3995,ほ,“,0
3996,ほ,”,0
3997,ほ,1,4
3998,ほ,2,0
3999,ほ,3,1
4000,ほ,4,0
4001,ほ,5,1
4002,ほ,6,0
4003,ほ,7,0
4004,ほ,8,0
4005,ほ,9,0
4006,ほ,0,0
4007,ほ,＝,1
4008,ほ,＜,0
4009,ほ,＞,0
4010,ほ,＋,0
4011,ほ,?,0
4012,ほ,＊,0
4013,ほ,×,0
4014,ほ,／,0
4015,ほ,÷,0
4016,ほ,＃,0
4017,ほ,＄,0
4018,ほ,￥,0
4019,ほ,％,0
4020,ほ,＆,0
4021,ま,あ,79
4022,ま,い,163
4023,ま,う,50
4024,ま,え,47
4025,ま,お,72
4026,ま,か,153
4027,ま,き,65
4028,ま,く,65
4029,ま,け,32
4030,ま,こ,91
4031,ま,さ,53
4032,ま,し,148
4033,ま,す,77
4034,ま,せ,40
4035,ま,そ,47
4036,ま,た,1388
4037,ま,ち,70
4038,ま,つ,45
4039,ま,て,214
4040,ま,と,154
4041,ま,な,184
4042,ま,に,250
4043,ま,ぬ,11
4044,ま,ね,23
4045,ま,の,215
4046,ま,は,175
4047,ま,ひ,30
4048,ま,ふ,23
4049,ま,へ,14
4050,ま,ほ,13
4051,ま,ま,201
4052,ま,み,28
4053,ま,む,22
4054,ま,め,39
4055,ま,も,87
4056,ま,や,53
4057,ま,ゆ,8
4058,ま,よ,60
4059,ま,ら,73
4060,ま,り,127
4061,ま,る,104
4062,ま,れ,31
4063,ま,ろ,13
4064,ま,わ,23
4065,ま,ゐ,0
4066,ま,ゑ,0
4067,ま,を,68
4068,ま,ん,418
4069,ま,ヴ,0
4070,ま,が,149
4071,ま,ぎ,7
4072,ま,ぐ,11
4073,ま,げ,13
4074,ま,ご,13
4075,ま,ざ,1
4076,ま,じ,42
4077,ま,ず,14
4078,ま,ぜ,4
4079,ま,ぞ,14
4080,ま,だ,41
4081,ま,ぢ,0
4082,ま,づ,2
4083,ま,で,145
4084,ま,ど,19
4085,ま,ば,22
4086,ま,び,13
4087,ま,ぶ,14
4088,ま,べ,10
4089,ま,ぼ,6
4090,ま,ぱ,5
4091,ま,ぴ,2
4092,ま,ぷ,3
4093,ま,ぺ,1
4094,ま,ぽ,0
4095,ま,ぁ,2
4096,ま,ぃ,1
4097,ま,ぅ,0
4098,ま,ぇ,0
4099,ま,ぉ,0
4100,ま,っ,77
4101,ま,ゃ,2
4102,ま,ゅ,15
4103,ま,ょ,51
4104,ま,ゎ,0
4105,ま,ヵ,0
4106,ま,ヶ,0
4107,ま,ー,42
4108,ま,～,1
4109,ま,…,3
4110,ま,・,4
4111,ま,、,259
4112,ま,。,927
4113,ま,，,0
4114,ま,．,1
4115,ま,；,0
4116,ま,：,0
4117,ま,！,8
4118,ま,？,3
4119,ま,「,10
4120,ま,」,45
4121,ま,（,25
4122,ま,）,10
4123,ま,［,0
4124,ま,］,0
4125,ま,｛,0
4126,ま,｝,0
4127,ま,‘,0
4128,ま,’,0
4129,ま,“,0
4130,ま,”,0
4131,ま,1,3
4132,ま,2,3
4133,ま,3,4
4134,ま,4,0
4135,ま,5,7
4136,ま,6,2
4137,ま,7,2
4138,ま,8,1
4139,ま,9,0
4140,ま,0,1
4141,ま,＝,0
4142,ま,＜,0
4143,ま,＞,0
4144,ま,＋,0
4145,ま,?,1
4146,ま,＊,0
4147,ま,×,0
4148,ま,／,0
4149,ま,÷,0
4150,ま,＃,0
4151,ま,＄,0
4152,ま,￥,0
4153,ま,％,0
4154,ま,＆,0
4155,み,あ,54
4156,み,い,176
4157,み,う,104
4158,み,え,14
4159,み,お,39
4160,み,か,120
4161,み,き,52
4162,み,く,75
4163,み,け,76
4164,み,こ,38
4165,み,さ,55
4166,み,し,104
4167,み,す,46
4168,み,せ,16
4169,み,そ,23
4170,み,た,60
4171,み,ち,27
4172,み,つ,29
4173,み,て,52
4174,み,と,143
4175,み,な,196
4176,み,に,57
4177,み,ぬ,1
4178,み,ね,4
4179,み,の,89
4180,み,は,70
4181,み,ひ,15
4182,み,ふ,27
4183,み,へ,6
4184,み,ほ,21
4185,み,ま,46
4186,み,み,96
4187,み,む,7
4188,み,め,39
4189,み,も,62
4190,み,や,25
4191,み,ゆ,4
4192,み,よ,30
4193,み,ら,34
4194,み,り,41
4195,み,る,41
4196,み,れ,38
4197,み,ろ,6
4198,み,わ,36
4199,み,ゐ,0
4200,み,ゑ,0
4201,み,を,85
4202,み,ん,106
4203,み,ヴ,0
4204,み,が,89
4205,み,ぎ,8
4206,み,ぐ,12
4207,み,げ,18
4208,み,ご,7
4209,み,ざ,5
4210,み,じ,20
4211,み,ず,6
4212,み,ぜ,0
4213,み,ぞ,0
4214,み,だ,16
4215,み,ぢ,0
4216,み,づ,1
4217,み,で,22
4218,み,ど,10
4219,み,ば,28
4220,み,び,6
4221,み,ぶ,5
4222,み,べ,5
4223,み,ぼ,3
4224,み,ぱ,1
4225,み,ぴ,2
4226,み,ぷ,0
4227,み,ぺ,1
4228,み,ぽ,1
4229,み,ぁ,11
4230,み,ぃ,0
4231,み,ぅ,0
4232,み,ぇ,0
4233,み,ぉ,0
4234,み,っ,17
4235,み,ゃ,5
4236,み,ゅ,13
4237,み,ょ,11
4238,み,ゎ,0
4239,み,ヵ,0
4240,み,ヶ,0
4241,み,ー,16
4242,み,～,1
4243,み,…,1
4244,み,・,4
4245,み,、,70
4246,み,。,29
4247,み,，,0
4248,み,．,0
4249,み,；,0
4250,み,：,0
4251,み,！,0
4252,み,？,0
4253,み,「,14
4254,み,」,5
4255,み,（,3
4256,み,）,1
4257,み,［,0
4258,み,］,0
4259,み,｛,0
4260,み,｝,0
4261,み,‘,0
4262,み,’,0
4263,み,“,0
4264,み,”,0
4265,み,1,12
4266,み,2,1
4267,み,3,0
4268,み,4,2
4269,み,5,0
4270,み,6,1
4271,み,7,0
4272,み,8,0
4273,み,9,0
4274,み,0,0
4275,み,＝,0
4276,み,＜,0
4277,み,＞,0
4278,み,＋,0
4279,み,?,0
4280,み,＊,0
4281,み,×,0
4282,み,／,0
4283,み,÷,0
4284,み,＃,0
4285,み,＄,0
4286,み,￥,0
4287,み,％,0
4288,み,＆,0
4289,む,あ,11
4290,む,い,68
4291,む,う,45
4292,む,え,33
4293,む,お,8
4294,む,か,65
4295,む,き,12
4296,む,く,11
4297,む,け,9
4298,む,こ,17
4299,む,さ,47
4300,む,し,66
4301,む,す,7
4302,む,せ,10
4303,む,そ,9
4304,む,た,24
4305,む,ち,11
4306,む,つ,12
4307,む,て,32
4308,む,と,58
4309,む,な,30
4310,む,に,41
4311,む,ぬ,0
4312,む,ね,2
4313,む,の,44
4314,む,は,29
4315,む,ひ,10
4316,む,ふ,12
4317,む,へ,3
4318,む,ほ,1
4319,む,ま,17
4320,む,み,7
4321,む,む,2
4322,む,め,52
4323,む,も,16
4324,む,や,8
4325,む,ゆ,2
4326,む,よ,7
4327,む,ら,7
4328,む,り,2
4329,む,る,4
4330,む,れ,2
4331,む,ろ,10
4332,む,わ,7
4333,む,ゐ,0
4334,む,ゑ,0
4335,む,を,41
4336,む,ん,46
4337,む,ヴ,0
4338,む,が,18
4339,む,ぎ,6
4340,む,ぐ,0
4341,む,げ,2
4342,む,ご,4
4343,む,ざ,2
4344,む,じ,13
4345,む,ず,5
4346,む,ぜ,1
4347,む,ぞ,0
4348,む,だ,9
4349,む,ぢ,0
4350,む,づ,2
4351,む,で,13
4352,む,ど,14
4353,む,ば,4
4354,む,び,12
4355,む,ぶ,4
4356,む,べ,2
4357,む,ぼ,4
4358,む,ぱ,0
4359,む,ぴ,0
4360,む,ぷ,3
4361,む,ぺ,2
4362,む,ぽ,0
4363,む,ぁ,1
4364,む,ぃ,0
4365,む,ぅ,1
4366,む,ぇ,0
4367,む,ぉ,0
4368,む,っ,37
4369,む,ゃ,8
4370,む,ゅ,4
4371,む,ょ,50
4372,む,ゎ,0
4373,む,ヵ,0
4374,む,ヶ,0
4375,む,ー,24
4376,む,～,0
4377,む,…,0
4378,む,・,0
4379,む,、,25
4380,む,。,6
4381,む,，,0
4382,む,．,0
4383,む,；,0
4384,む,：,0
4385,む,！,1
4386,む,？,0
4387,む,「,5
4388,む,」,5
4389,む,（,7
4390,む,）,1
4391,む,［,0
4392,む,］,0
4393,む,｛,0
4394,む,｝,0
4395,む,‘,0
4396,む,’,0
4397,む,“,0
4398,む,”,0
4399,む,1,1
4400,む,2,0
4401,む,3,0
4402,む,4,0
4403,む,5,2
4404,む,6,0
4405,む,7,0
4406,む,8,1
4407,む,9,0
4408,む,0,1
4409,む,＝,0
4410,む,＜,0
4411,む,＞,0
4412,む,＋,0
4413,む,?,0
4414,む,＊,0
4415,む,×,0
4416,む,／,0
4417,む,÷,0
4418,む,＃,0
4419,む,＄,0
4420,む,￥,0
4421,む,％,0
4422,む,＆,0
4423,め,あ,52
4424,め,い,118
4425,め,う,33
4426,め,え,11
4427,め,お,39
4428,め,か,138
4429,め,き,43
4430,め,く,32
4431,め,け,22
4432,め,こ,41
4433,め,さ,30
4434,め,し,146
4435,め,す,54
4436,め,せ,23
4437,め,そ,14
4438,め,た,41
4439,め,ち,27
4440,め,つ,33
4441,め,て,23
4442,め,と,92
4443,め,な,50
4444,め,に,49
4445,め,ぬ,0
4446,め,ね,17
4447,め,の,66
4448,め,は,66
4449,め,ひ,24
4450,め,ふ,20
4451,め,へ,5
4452,め,ほ,8
4453,め,ま,56
4454,め,み,41
4455,め,む,8
4456,め,め,18
4457,め,も,37
4458,め,や,12
4459,め,ゆ,2
4460,め,よ,24
4461,め,ら,36
4462,め,り,31
4463,め,る,27
4464,め,れ,48
4465,め,ろ,9
4466,め,わ,21
4467,め,ゐ,1
4468,め,ゑ,0
4469,め,を,26
4470,め,ん,22
4471,め,ヴ,0
4472,め,が,27
4473,め,ぎ,5
4474,め,ぐ,0
4475,め,げ,5
4476,め,ご,2
4477,め,ざ,1
4478,め,じ,53
4479,め,ず,0
4480,め,ぜ,1
4481,め,ぞ,1
4482,め,だ,17
4483,め,ぢ,0
4484,め,づ,0
4485,め,で,33
4486,め,ど,17
4487,め,ば,52
4488,め,び,1
4489,め,ぶ,4
4490,め,べ,4
4491,め,ぼ,13
4492,め,ぱ,1
4493,め,ぴ,0
4494,め,ぷ,0
4495,め,ぺ,0
4496,め,ぽ,2
4497,め,ぁ,0
4498,め,ぃ,11
4499,め,ぅ,0
4500,め,ぇ,0
4501,め,ぉ,0
4502,め,っ,17
4503,め,ゃ,8
4504,め,ゅ,9
4505,め,ょ,4
4506,め,ゎ,0
4507,め,ヵ,0
4508,め,ヶ,0
4509,め,ー,11
4510,め,～,0
4511,め,…,3
4512,め,・,1
4513,め,、,59
4514,め,。,48
4515,め,，,0
4516,め,．,0
4517,め,；,0
4518,め,：,1
4519,め,！,3
4520,め,？,1
4521,め,「,12
4522,め,」,13
4523,め,（,4
4524,め,）,5
4525,め,［,0
4526,め,］,0
4527,め,｛,0
4528,め,｝,1
4529,め,‘,0
4530,め,’,0
4531,め,“,3
4532,め,”,0
4533,め,1,0
4534,め,2,2
4535,め,3,1
4536,め,4,0
4537,め,5,2
4538,め,6,0
4539,め,7,1
4540,め,8,1
4541,め,9,0
4542,め,0,2
4543,め,＝,0
4544,め,＜,0
4545,め,＞,4
4546,め,＋,0
4547,め,?,1
4548,め,＊,0
4549,め,×,0
4550,め,／,0
4551,め,÷,0
4552,め,＃,0
4553,め,＄,0
4554,め,￥,0
4555,め,％,0
4556,め,＆,0
4557,も,あ,68
4558,も,い,306
4559,も,う,115
4560,も,え,62
4561,も,お,86
4562,も,か,180
4563,も,き,117
4564,も,く,144
4565,も,け,47
4566,も,こ,100
4567,も,さ,52
4568,も,し,131
4569,も,す,77
4570,も,せ,26
4571,も,そ,58
4572,も,た,210
4573,も,ち,190
4574,も,つ,56
4575,も,て,308
4576,も,と,205
4577,も,な,129
4578,も,に,142
4579,も,ぬ,7
4580,も,ね,14
4581,も,の,209
4582,も,は,131
4583,も,ひ,40
4584,も,ふ,9
4585,も,へ,7
4586,も,ほ,31
4587,も,ま,334
4588,も,み,27
4589,も,む,8
4590,も,め,52
4591,も,も,127
4592,も,や,56
4593,も,ゆ,12
4594,も,よ,43
4595,も,ら,74
4596,も,り,112
4597,も,る,114
4598,も,れ,164
4599,も,ろ,96
4600,も,わ,50
4601,も,ゐ,0
4602,も,ゑ,0
4603,も,を,135
4604,も,ん,161
4605,も,ヴ,0
4606,も,が,169
4607,も,ぎ,9
4608,も,ぐ,7
4609,も,げ,13
4610,も,ご,15
4611,も,ざ,6
4612,も,じ,54
4613,も,ず,40
4614,も,ぜ,7
4615,も,ぞ,7
4616,も,だ,196
4617,も,ぢ,1
4618,も,づ,11
4619,も,で,182
4620,も,ど,26
4621,も,ば,25
4622,も,び,7
4623,も,ぶ,17
4624,も,べ,16
4625,も,ぼ,10
4626,も,ぱ,1
4627,も,ぴ,3
4628,も,ぷ,0
4629,も,ぺ,0
4630,も,ぽ,1
4631,も,ぁ,2
4632,も,ぃ,1
4633,も,ぅ,0
4634,も,ぇ,0
4635,も,ぉ,0
4636,も,っ,177
4637,も,ゃ,14
4638,も,ゅ,21
4639,も,ょ,26
4640,も,ゎ,0
4641,も,ヵ,0
4642,も,ヶ,0
4643,も,ー,16
4644,も,～,0
4645,も,…,5
4646,も,・,10
4647,も,、,79
4648,も,。,35
4649,も,，,0
4650,も,．,3
4651,も,；,0
4652,も,：,0
4653,も,！,1
4654,も,？,0
4655,も,「,13
4656,も,」,15
